ID,Store ID,Country,Product ID,Product Category,Units Sold,Date of Sale,GDP Growth Rate,Inflation Rate,Price Sold
3806,8519,France,55268,Womens,4,5/6/2023,8.71,2.53,26.18
3807,2003,Germany,84023,Mens,4,10/7/2023,-2.22,2.66,45.69
3808,6086,France,44461,Womens,7,9/8/2023,-4.32,9.43,21.59
3809,1971,Germany,88381,Mens,4,8/25/2023,6.05,-2.63,56.75
3810,1294,Germany,43473,Mens,3,10/29/2023,5.78,7.01,63.77
3811,8459,France,18955,Womens,8,1/13/2024,8.8,-1.02,27.01
3812,9432,France,45587,Mens,4,4/17/2023,0.69,6.52,51.95
3813,8459,Italy,85919,Womens,9,9/2/2023,8.97,3.55,80.7
3814,1148,Italy,51311,Mens,9,4/23/2023,-2.55,-0.9,78.06
3815,3161,Spain,14229,Womens,1,10/28/2023,5.42,0.88,83.29
3816,2912,UK,28421,Womens,1,7/12/2023,2.16,7.71,70.49
3817,9384,Spain,77950,Mens,5,4/30/2023,-0.35,0.11,55.18
3818,2003,Italy,45905,Womens,7,4/6/2023,4.1,5.3,15.47
3819,2302,Germany,62613,Mens,4,5/19/2023,-3.31,9.56,50.06
3820,2642,UK,71258,Womens,10,11/23/2023,3.99,2.68,52.06
3821,3188,Italy,22053,Mens,3,6/21/2023,0.66,0.66,33.53
3822,2304,Italy,48188,Womens,5,3/20/2023,-3.29,6.79,46.69
3823,2999,France,52050,Womens,7,1/12/2024,-3.15,3.71,20.64
3824,4343,France,19083,Mens,7,1/25/2024,-2.5,8.33,65.97
3825,8693,UK,57133,Womens,2,8/22/2023,5.3,1.17,93.52
3826,8085,Spain,10076,Womens,2,2/23/2024,1.76,8.96,82.44
3827,2296,Germany,85892,Mens,5,10/3/2023,5.85,2.02,48.9
3828,2300,Germany,78389,Mens,9,5/23/2023,0.91,1,44.87
3829,2304,UK,92783,Womens,9,4/26/2023,-0.42,1.08,47.09
3830,7718,UK,85887,Mens,10,11/16/2023,-1.44,2.29,46.79
3831,9742,Italy,63577,Womens,1,7/11/2023,7.41,2.49,41.77
3832,5491,France,97094,Mens,6,4/23/2023,-3.84,7.54,83.31
3833,2789,Italy,29320,Mens,2,7/11/2023,3.87,5.98,13.14
3834,8099,Italy,26666,Womens,4,12/24/2023,1.39,2.21,73.24
3835,2296,Italy,65339,Womens,3,2/4/2024,-3.84,-1.5,22.14
3836,4137,Italy,70808,Mens,9,3/13/2023,-0.14,-3.88,26.45
3837,4343,France,38047,Mens,6,7/19/2023,-4.99,0.42,66.24
3838,2619,Italy,90070,Mens,8,7/30/2023,7.94,5.95,47.61
3839,1721,UK,17001,Mens,9,3/7/2024,3.63,-1.7,98.99
3840,6075,France,55530,Womens,8,6/1/2023,4.77,3.86,24.08
3841,7423,Germany,27445,Womens,10,1/15/2024,2.44,0.83,18.85
3842,6806,Italy,79413,Mens,3,9/15/2023,2.74,0.22,75.67
3843,1852,Germany,78369,Mens,5,8/27/2023,8.33,-1.97,54.55
3844,3756,Germany,37384,Womens,4,6/30/2023,-1.92,5.8,16.51
3845,8998,Spain,72673,Womens,7,2/20/2024,-1.02,4.15,87.75
3846,3185,Spain,50594,Womens,3,2/23/2024,-4.51,5.6,35.58
3847,5764,France,50770,Womens,5,9/10/2023,0.52,-2.84,43.18
3848,2527,Italy,93738,Womens,4,9/21/2023,-4.67,-1.87,62.2
3849,6742,Spain,35160,Mens,6,7/11/2023,-2.44,8.52,86.19
3850,3510,UK,81091,Womens,1,12/18/2023,7.34,0.22,40.02
3851,2269,Spain,24411,Womens,3,5/7/2023,0.79,3.37,67.85
3852,5465,France,50384,Womens,8,12/9/2023,3.1,-0.77,79.57
3853,6918,Germany,24509,Womens,4,6/7/2023,9.2,9.67,63.1
3854,1294,Italy,28317,Womens,6,2/21/2024,3.12,7.99,10.53
3855,8754,Germany,10974,Womens,10,4/9/2023,-0.52,6.87,24.08
3856,5854,Spain,23809,Womens,8,8/16/2023,7.77,-2.14,24.35
3857,1971,Germany,42164,Womens,2,6/11/2023,0.56,-0.46,63.52
3858,1565,Italy,37137,Mens,8,10/31/2023,8.43,-0.36,87.83
3859,7634,France,59436,Mens,9,12/21/2023,9.82,-1.01,22.76
3860,8432,Germany,30250,Mens,9,5/14/2023,1.04,7,52.96
3861,8637,France,55268,Womens,10,3/2/2024,4.46,-3.63,35.13
3862,2304,France,53273,Womens,8,5/21/2023,-4.33,3.11,15.94
3863,7217,France,69039,Mens,1,11/20/2023,9.7,-3.09,56.66
3864,1893,Italy,97593,Mens,5,8/19/2023,5.56,-2.03,71.16
3865,9384,Germany,74068,Mens,6,5/25/2023,8.55,2.38,17.47
3866,9742,Spain,60266,Mens,10,8/19/2023,4.07,2.45,64.54
3867,5931,UK,54482,Womens,6,8/14/2023,7.67,0.79,74.65
3868,9167,Germany,38068,Mens,7,5/1/2023,-3.84,2.76,66.81
3869,6389,Italy,44834,Mens,3,12/20/2023,-1.75,1.95,11.31
3870,5764,Germany,82541,Womens,3,9/30/2023,8.67,0.32,34.75
3871,2300,Germany,12145,Womens,6,7/8/2023,5.11,4.23,54.27
3872,1269,Spain,82946,Womens,6,5/18/2023,-3.03,-4.53,19.61
3873,1971,Spain,41845,Mens,10,4/4/2023,7.26,-1.29,19.34
3874,1662,UK,81948,Mens,3,3/13/2023,2.42,5.65,18.94
3875,5295,France,96796,Mens,8,7/20/2023,4.92,3.96,49.38
3876,2037,UK,83979,Womens,5,10/23/2023,5.68,7.96,34.2
3877,6742,Italy,73366,Womens,7,7/17/2023,7.41,2.51,25.11
3878,5275,Germany,58352,Mens,10,8/20/2023,4.59,-1.94,17.27
3879,7954,Italy,50723,Mens,7,9/23/2023,7.68,2.96,50.45
3880,4670,Spain,80002,Mens,10,10/12/2023,9.76,8.36,24.48
3881,5854,France,83297,Mens,6,7/8/2023,5.59,3.5,74.25
3882,1649,Germany,19782,Mens,9,8/12/2023,-2,7.04,43.23
3883,8998,Spain,58191,Womens,7,6/26/2023,5.1,5.37,91.13
3884,4971,Germany,35187,Mens,9,12/4/2023,3.73,1.5,24.97
3885,7420,Italy,43996,Womens,1,5/27/2023,5.37,7.59,33.46
3886,7980,Italy,32517,Womens,3,9/19/2023,7.9,6.28,82.6
3887,7704,Germany,64219,Womens,6,3/1/2024,-4.48,-4.87,86.08
3888,9384,France,33939,Womens,10,3/10/2023,-1.98,-4.78,19.24
3889,3728,UK,53639,Womens,3,1/1/2024,8.07,5.57,46.13
3890,9738,Spain,83001,Womens,9,10/4/2023,3.02,-1.17,65.58
3891,9059,Spain,11256,Womens,1,2/4/2024,-2.01,-3.36,16.95
3892,5085,UK,50252,Womens,6,4/23/2023,8.54,3.28,45.38
3893,7031,UK,83008,Womens,8,4/26/2023,4.87,3.88,52.48
3894,9384,Spain,64330,Mens,1,9/2/2023,9.51,-4.31,66.62
3895,2826,France,26112,Mens,3,12/19/2023,4.43,7.17,31.47
3896,7951,France,51923,Womens,7,2/29/2024,-4.14,-4.44,95.5
3897,1518,Germany,27890,Womens,7,3/1/2024,-0.17,4.67,37.07
3898,9465,UK,53306,Mens,4,7/21/2023,-1.49,8.43,12.45
3899,5498,UK,54661,Womens,1,11/16/2023,2.06,-4.56,64.67
3900,7217,Italy,41989,Mens,9,5/29/2023,-3.5,-2.3,58.38
3901,3185,Italy,92286,Mens,1,3/27/2023,3.46,0.69,22.11
3902,3158,Germany,31148,Mens,3,3/20/2023,7.42,7.37,14.62
3903,8103,Italy,90933,Womens,1,2/2/2024,9.93,5.32,46.02
3904,8085,Italy,36154,Mens,1,9/1/2023,0.68,-4.25,20.18
3905,6184,France,98519,Womens,9,2/26/2024,1.48,-3.16,42.16
3906,1649,UK,59886,Womens,10,9/11/2023,9.29,-3.26,88.43
3907,8637,Spain,17086,Mens,3,7/15/2023,-2.73,3.42,97.95
3908,5931,Germany,46693,Mens,3,2/4/2024,9.52,8.89,75.36
3909,9600,Italy,81263,Mens,1,1/1/2024,-4.28,-0.36,99.53
3910,2377,UK,15063,Womens,3,1/10/2024,8.41,3.04,98.3
3911,1971,UK,40665,Womens,1,5/2/2023,8.39,-4.37,95.15
3912,3940,Germany,80512,Mens,4,6/13/2023,-5,-4.97,38.05
3913,4866,Italy,68602,Womens,1,4/22/2023,8.85,6.2,19.54
3914,7328,Italy,66764,Womens,6,2/22/2024,1.86,1.59,64.58
3915,3705,UK,26514,Womens,6,5/15/2023,1.96,-1.9,25.7
3916,9465,Spain,57601,Womens,6,8/16/2023,-1.98,2.7,86.92
3917,6066,Germany,99077,Womens,3,5/25/2023,8.87,5.25,33.35
3918,3933,Germany,46133,Womens,9,8/22/2023,-4.19,9.45,94.66
3919,1852,Spain,72887,Womens,6,5/25/2023,4.56,-2.75,28.65
3920,7812,Germany,96796,Mens,4,4/16/2023,2.09,3.41,50.38
3921,8998,Germany,83443,Mens,1,3/26/2023,5.87,4.79,27.96
3922,5845,Italy,19283,Womens,2,3/19/2023,-4.83,7.4,17.45
3923,5429,Spain,24152,Womens,1,5/10/2023,8.74,8.22,41.09
3924,9432,Spain,10162,Womens,1,3/30/2023,-3.35,5.86,61.82
3925,2963,Germany,14907,Mens,5,3/21/2023,4.26,2.15,33.83
3926,1265,France,82026,Mens,1,1/8/2024,-0.72,9.2,71.65
3927,2304,Spain,45079,Womens,7,5/24/2023,-0.64,-2.54,48.99
3928,6044,Germany,69753,Mens,6,5/31/2023,4.78,-2.11,95.93
3929,8835,UK,11597,Mens,6,4/8/2023,-2.06,8.26,26.14
3930,3934,Italy,42785,Womens,2,1/4/2024,-1.1,5.09,41.75
3931,8757,France,70386,Womens,7,4/17/2023,0.11,-2.65,85.76
3932,3622,UK,87133,Mens,2,8/2/2023,-3.54,4.13,96.36
3933,3940,UK,39938,Mens,6,6/14/2023,3.97,-3.51,38.55
3934,8210,France,27493,Mens,1,2/17/2024,3.44,-2.75,50.96
3935,2642,UK,29320,Mens,2,6/10/2023,-3.6,-4.94,14.31
3936,4670,Germany,76146,Womens,1,11/5/2023,7.3,1.74,43.49
3937,3217,France,98824,Womens,8,10/25/2023,9.15,-4.84,20.25
3938,3158,Italy,94287,Womens,9,10/6/2023,-1.27,1.11,79.37
3939,8875,Germany,63590,Mens,10,2/28/2024,5.55,2.24,95.36
3940,8757,UK,90933,Womens,4,2/7/2024,1.34,-2.32,45.23
3941,1649,Italy,44795,Mens,9,11/3/2023,7.14,-4.29,19.33
3942,8757,Germany,48842,Mens,9,1/24/2024,-1.72,3,13.22
3943,5491,Italy,58572,Womens,5,7/18/2023,8.9,-2.46,89.39
3944,2085,Spain,67511,Mens,2,6/15/2023,2.64,7.93,44.89
3945,3705,France,33962,Womens,6,3/8/2023,6.19,9.53,62.49
3946,2377,UK,52113,Mens,1,5/16/2023,9.74,7.13,43.12
3947,6613,Spain,33041,Womens,9,7/29/2023,-4.8,-3.1,84.05
3948,5656,Germany,73927,Womens,5,10/21/2023,-3.83,1.91,60.01
3949,7328,France,81465,Mens,4,11/5/2023,1.24,0.99,63.34
3950,8459,France,87650,Mens,5,7/6/2023,-4.79,4.89,21.69
3951,1134,Spain,31336,Mens,5,5/25/2023,0.53,9.25,32.98
3952,3728,Italy,89380,Mens,5,4/22/2023,-4.34,5.4,42.41
3953,3454,Spain,91659,Womens,6,2/25/2024,7.42,0.65,43.41
3954,5232,Italy,51522,Womens,4,12/16/2023,-3.26,2.69,87.41
3955,2003,Germany,52653,Womens,8,2/17/2024,6.11,1.35,33.79
3956,1148,France,13746,Womens,9,10/28/2023,6.17,-2.12,23.39
3957,1134,Italy,47110,Mens,4,10/13/2023,-4.29,-0.4,99.7
3958,1971,France,72673,Womens,4,2/14/2024,5.08,-4.12,31.57
3959,7861,Italy,97982,Womens,3,7/31/2023,1.73,0.83,17.34
3960,5645,Germany,25818,Mens,9,12/20/2023,0.88,-4.97,64.38
3961,2296,Italy,14387,Womens,5,1/9/2024,-1.05,9.91,50.56
3962,9681,Germany,92696,Womens,9,3/20/2023,1.16,-2.11,30.88
3963,5645,Italy,26586,Womens,4,10/22/2023,1.59,4.45,94.08
3964,5901,Italy,29367,Womens,9,1/26/2024,-3.12,2.13,26.81
3965,2996,UK,35708,Mens,4,4/30/2023,4.6,0.43,78.23
3966,6742,UK,50594,Womens,8,10/8/2023,3.45,4.85,15.65
3967,8103,UK,62743,Womens,1,7/20/2023,7.73,-4.09,64.57
3968,2037,Italy,59680,Mens,5,5/1/2023,-0.51,9.5,16.23
3969,7162,UK,41118,Womens,6,6/26/2023,-2.99,9.19,77.26
3970,8600,UK,79277,Mens,1,11/26/2023,-3.73,3.85,65.47
3971,9384,France,60043,Womens,4,10/6/2023,0.57,-0.04,46.1
3972,8085,UK,83368,Womens,10,2/11/2024,1.5,4.04,19.79
3973,4142,UK,15718,Womens,1,11/23/2023,0.37,6.76,99.41
3974,1150,Italy,58191,Womens,7,5/18/2023,1.69,-1.98,49.04
3975,2489,France,51722,Mens,1,5/9/2023,-2.66,3.19,41.01
3976,5275,Germany,65522,Womens,2,10/27/2023,0.43,5.31,23.02
3977,1858,UK,58352,Mens,3,7/6/2023,-0.14,0.52,27.62
3978,8637,Spain,12454,Mens,3,3/23/2023,9.39,3.38,50.14
3979,2887,Spain,74152,Womens,4,9/26/2023,2.19,6.27,71.18
3980,8733,Germany,20132,Mens,3,5/31/2023,-1.5,2.02,83.23
3981,4670,Germany,38405,Womens,6,4/27/2023,-4.94,4.47,74.92
3982,8998,UK,35148,Womens,6,5/28/2023,-4.82,-3.73,41.12
3983,4055,Spain,93073,Mens,4,1/6/2024,6.18,3.23,51.66
3984,5275,France,58352,Mens,7,5/23/2023,-0.45,9.5,55.19
3985,1150,Italy,11167,Mens,4,1/26/2024,-1.62,0.64,46.05
3986,4670,UK,65456,Mens,8,12/10/2023,5.48,-2.62,65.34
3987,8036,UK,22393,Mens,3,5/11/2023,9.55,9.62,92.46
3988,9681,UK,68323,Womens,5,2/7/2024,4.54,5.93,29.67
3989,7980,Italy,64683,Mens,3,2/25/2024,8.76,-4.42,26.45
3990,2676,France,54648,Womens,2,6/28/2023,-1.77,0.83,37.75
3991,1134,Germany,75027,Mens,4,3/3/2024,-0.83,3.77,10.48
3992,2250,Spain,80002,Mens,9,1/9/2024,1.52,2.13,53.81
3993,9681,Spain,70298,Mens,10,8/3/2023,7.37,-4.33,83.14
3994,2489,Spain,59717,Mens,7,4/3/2023,8.72,6.98,48.28
3995,3247,UK,38921,Mens,9,9/18/2023,5.37,-2.68,21.13
3996,3933,UK,10974,Womens,10,4/17/2023,1.76,-4.17,75.56
3997,8757,UK,23050,Womens,4,5/5/2023,9.62,-1.69,54.06
3998,1662,UK,21519,Womens,7,6/16/2023,0.36,4.32,39.22
3999,6066,France,14295,Mens,7,3/9/2023,6.59,3.16,94.96
4000,6044,Germany,80455,Womens,7,11/4/2023,8.93,-4.34,38.65
4001,8210,Italy,17548,Mens,10,7/28/2023,9.47,2.24,14.56
4002,6026,France,75451,Mens,3,11/22/2023,9.91,6.05,60.06
4003,2185,France,38068,Mens,5,10/10/2023,0.26,6.95,78.7
4004,5251,France,15892,Mens,1,7/19/2023,6.47,0.24,55.52
4005,5057,UK,87260,Womens,3,7/18/2023,9.86,7.48,79.49
4006,4217,Italy,75956,Womens,9,9/19/2023,-0.89,-2.68,15.55
4007,1971,France,26586,Womens,9,6/3/2023,-4.27,-1.34,19.36
4008,6918,Germany,74707,Mens,7,7/5/2023,-1.61,8.34,49.34
4009,4055,Italy,29283,Womens,1,9/26/2023,5.69,-4.75,10.33
4010,5498,France,97593,Mens,1,7/30/2023,6.09,7.91,72.69
4011,2963,Italy,84718,Mens,9,1/8/2024,3.46,-3.64,50.87
4012,7328,UK,81383,Mens,6,8/3/2023,0.74,2.34,61.92
4013,3185,France,53922,Mens,3,4/20/2023,2.38,9.82,75.66
4014,9681,Spain,28484,Womens,3,4/11/2023,1.22,-3.51,50.13
4015,6044,France,60452,Womens,8,2/4/2024,4.08,1.33,88.14
4016,6185,Italy,42563,Mens,10,9/10/2023,-3.61,0.89,18.28
4017,6918,France,85887,Mens,6,9/1/2023,5.34,-0.92,85.24
4018,9028,Spain,30366,Womens,3,3/16/2023,5.96,7.41,22.84
4019,2996,France,67505,Womens,3,8/21/2023,9.69,-4.01,38.48
4020,1711,Germany,65456,Mens,6,12/30/2023,-1.52,4.71,29.77
4021,8204,Germany,72448,Mens,2,2/8/2024,9.92,-3.49,98.61
4022,7634,Germany,79263,Womens,1,10/10/2023,-0.9,4.41,12.18
4023,2269,France,92861,Womens,7,7/11/2023,2.28,-2.17,88.52
4024,2377,France,15413,Womens,5,4/3/2023,-2.49,4.55,58.53
4025,3773,France,90895,Womens,7,2/27/2024,-4.92,1.13,59.46
4026,8733,Germany,83443,Mens,2,8/21/2023,7.64,3.41,91.25
4027,4142,UK,28317,Womens,4,12/8/2023,-3.54,8.87,72.51
4028,7162,Italy,80002,Mens,5,12/19/2023,0.29,7.79,34.31
4029,1518,France,65053,Womens,10,4/19/2023,1.28,-0.52,44.84
4030,7328,France,13386,Womens,3,2/11/2024,7.82,0.13,86.88
4031,2269,Spain,46133,Womens,1,5/1/2023,-4.58,-1.09,23.91
4032,4142,Spain,20923,Mens,3,2/19/2024,2.21,4.22,72.99
4033,1427,Germany,18254,Mens,6,9/27/2023,4.49,5.63,31.11
4034,4055,Germany,93847,Womens,4,12/10/2023,-4.27,1.46,61.89
4035,2304,Italy,48769,Womens,1,7/11/2023,1,7.17,80.81
4036,8875,Spain,98323,Mens,4,6/19/2023,-3.31,4.97,13.03
4037,6742,France,42164,Womens,5,1/13/2024,3.85,9.77,44.29
4038,7273,Italy,96175,Mens,7,2/1/2024,8.84,-1.46,78.31
4039,8942,Italy,89109,Womens,4,6/7/2023,4.1,1.28,90.74
4040,3510,Spain,47307,Womens,9,1/5/2024,2.78,9.96,99.64
4041,7420,Italy,62405,Mens,4,10/3/2023,1.51,-4.01,47.19
4042,5737,France,72372,Mens,1,8/2/2023,5.31,-1.29,16.83
4043,3622,Italy,82653,Mens,7,6/11/2023,-3.78,-0.22,89.26
4044,9681,UK,81313,Womens,4,10/17/2023,4.62,9.4,65.95
4045,8754,UK,67065,Mens,9,9/21/2023,6.12,-4.77,27.65
4046,5498,Germany,91729,Womens,8,12/8/2023,-2.47,-3.26,33.69
4047,6748,Spain,68495,Womens,2,7/21/2023,-1.58,4.41,99.75
4048,4343,Germany,14368,Mens,6,1/25/2024,2.13,9.87,22.8
4049,8835,Italy,40332,Mens,8,5/15/2023,4.89,6.4,72.39
4050,8099,UK,33423,Mens,8,3/13/2023,0.43,-1.11,25.23
4051,8733,France,41537,Mens,6,7/25/2023,-1.87,2.68,39.63
4052,3940,Spain,90891,Womens,7,5/12/2023,-4.07,2.26,71.52
4053,1518,UK,50141,Womens,6,2/12/2024,-3.5,8.06,24.72
4054,8036,Italy,22268,Mens,9,12/31/2023,0.38,6.07,17.88
4055,1662,UK,62405,Mens,8,12/20/2023,4.09,-0.3,81.52
4056,4866,Germany,50749,Mens,4,1/12/2024,-1.63,1.45,79.14
4057,5465,Germany,86697,Mens,8,10/16/2023,9.06,-4.4,45.67
4058,5346,France,22393,Mens,9,3/25/2023,-1.16,-3.37,77.88
4059,5645,Spain,17025,Womens,2,6/5/2023,1.41,2.36,85.16
4060,8693,Italy,14663,Mens,1,12/24/2023,0.89,4.13,73.39
4061,1711,UK,56580,Mens,2,10/22/2023,1.19,8.25,87
4062,5465,UK,77778,Womens,7,1/18/2024,4.23,2.86,22.65
4063,8103,France,56926,Womens,10,9/6/2023,9.59,-3.27,61.2
4064,4137,Spain,35373,Womens,5,6/24/2023,-3.66,0.64,74.93
4065,2251,UK,80582,Womens,6,9/29/2023,7.41,-0.59,96.66
4066,8734,France,32452,Womens,2,6/6/2023,-4.4,-4.64,17.55
4067,2085,UK,53901,Mens,8,11/10/2023,9.3,3.63,82.33
4068,6149,France,64061,Womens,3,4/14/2023,-2.51,8.63,20.61
4069,8210,Italy,94570,Mens,1,3/12/2023,4.47,0.86,77.68
4070,3631,UK,97824,Womens,3,1/13/2024,8.08,-3.26,31.13
4071,5085,Spain,36850,Womens,7,11/9/2023,1.35,7.99,26.73
4072,7954,Spain,92510,Mens,8,4/12/2023,-4.25,5.89,30.33
4073,5251,UK,63791,Mens,1,11/9/2023,-3.28,3.12,91.29
4074,2251,France,39215,Mens,8,11/4/2023,3.09,4.99,71.6
4075,3510,UK,71526,Womens,10,8/4/2023,7.97,8.46,92.55
4076,9028,Spain,98781,Mens,1,5/23/2023,9.58,-1.49,35.13
4077,6984,UK,75791,Mens,9,9/7/2023,1.78,7.99,19.2
4078,9481,Italy,91895,Mens,7,2/7/2024,-1.01,7.05,97.7
4079,4836,Italy,47860,Womens,10,7/14/2023,-4.79,3.24,62.49
4080,6984,Germany,25751,Mens,1,10/11/2023,2.27,2.49,65.05
4081,5719,UK,71156,Womens,5,3/21/2023,5.56,3.93,56
4082,8875,Italy,16991,Womens,10,9/6/2023,4.85,2.66,33.66
4083,9742,Italy,78693,Womens,7,1/5/2024,5.01,4.86,65.48
4084,4670,France,17207,Mens,3,10/29/2023,6.6,9.16,79.01
4085,1721,France,61562,Mens,9,1/22/2024,0.66,4.05,31.85
4086,9976,Germany,78545,Womens,10,1/30/2024,-0.4,1.99,23.84
4087,6026,Italy,25815,Womens,10,6/13/2023,3.44,-4,83.86
4088,2304,Germany,96626,Womens,4,2/21/2024,-1.82,3.08,75.65
4089,5719,Germany,37426,Mens,3,4/3/2023,-2.98,3.16,18.75
4090,1852,Italy,92193,Womens,5,7/16/2023,0.49,3.7,93.85
4091,3933,Spain,42397,Mens,7,4/19/2023,-3.51,3.28,62.77
4092,9719,France,56580,Mens,1,12/13/2023,5.93,3.16,71.28
4093,1265,Spain,92365,Mens,2,7/2/2023,3.65,7.63,47.62
4094,3224,Spain,44526,Womens,3,12/25/2023,2.08,0.58,27.73
4095,7954,UK,44648,Mens,4,11/24/2023,5.95,6.29,24.61
4096,1269,France,39977,Mens,7,11/6/2023,-1.27,3.56,89.67
4097,2789,UK,60043,Womens,6,10/19/2023,8.64,-1.58,63.68
4098,9742,Spain,60188,Mens,3,8/18/2023,9.47,-1.55,16.62
4099,6806,Italy,35671,Mens,1,3/28/2023,8.1,7.96,53.69
4100,4027,UK,99746,Womens,7,8/5/2023,4.14,-3.64,39.51
4101,3224,France,78057,Mens,4,11/4/2023,-4.51,-4.05,49.24
4102,2887,Italy,67339,Mens,7,4/10/2023,7.12,9.84,44.1
4103,6742,Spain,64219,Womens,7,6/23/2023,9.37,7.55,62.2
4104,3933,Germany,73032,Womens,8,12/27/2023,7.62,1.97,52.74
4105,5498,Italy,14413,Mens,8,7/3/2023,-0.4,5.21,73.81
4106,7634,UK,83875,Womens,8,4/3/2023,3.7,2.19,62.81
4107,6184,UK,32409,Womens,4,4/10/2023,1.46,-3.47,94.63
4108,3188,Spain,43528,Womens,2,4/21/2023,1.24,5.39,98.81
4109,7423,UK,52477,Womens,9,9/22/2023,-3.54,7.1,15.57
4110,2300,France,80002,Mens,6,1/30/2024,4.3,0.03,20.97
4111,2826,Spain,13386,Womens,9,7/22/2023,-1.62,1.92,34.69
4112,3851,Germany,80512,Mens,3,7/13/2023,0.13,4.82,65.54
4113,6026,Spain,59472,Womens,8,4/25/2023,1.01,5.31,15.24
4114,7156,Germany,23076,Mens,6,2/23/2024,8.29,2.52,43.86
4115,5901,Italy,78825,Mens,5,3/25/2023,-0.6,0.54,49.86
4116,4027,France,26586,Womens,7,5/1/2023,5.86,4.04,77.37
4117,9384,Spain,88538,Mens,6,2/23/2024,0.26,-1.73,70.84
4118,6044,Italy,52910,Womens,5,6/1/2023,5.58,-2.72,67.49
4119,7718,Germany,21000,Mens,10,5/1/2023,-0.22,-0.9,14.69
4120,2302,France,92946,Mens,8,8/19/2023,1.44,-4.09,14.23
4121,3185,Germany,42372,Womens,4,6/29/2023,5.39,-1.07,76.95
4122,4091,Spain,26944,Womens,6,5/16/2023,8.17,-3.82,18.02
4123,3217,France,89281,Mens,5,12/18/2023,1.8,-3.58,65.56
4124,6142,UK,87684,Mens,6,11/18/2023,2.71,5.62,54.69
4125,6281,Germany,90624,Womens,9,9/5/2023,0.34,7.24,58.28
4126,5656,Germany,13543,Mens,6,5/22/2023,3.32,8.76,45.6
4127,2996,UK,39167,Womens,4,12/16/2023,2.62,3.73,64.91
4128,5656,France,85775,Mens,1,6/6/2023,1.1,3.51,10.48
4129,2619,Spain,66796,Womens,3,9/27/2023,0.43,-2.11,53.28
4130,2826,Italy,90940,Mens,10,3/11/2023,-4.6,1.53,54.78
4131,7273,Italy,22790,Womens,10,8/8/2023,-4.01,0.18,88.74
4132,8036,UK,43226,Womens,1,1/11/2024,1.98,-2.61,99.92
4133,2300,Italy,26219,Mens,3,8/23/2023,4.84,-1,19.56
4134,5346,Spain,50135,Womens,3,6/1/2023,-1.98,1.16,81.83
4135,1233,Spain,12682,Womens,10,3/28/2023,3.15,-3.06,53.53
4136,9384,Italy,87825,Mens,3,9/17/2023,0.24,8.72,85.17
4137,4055,Italy,72887,Womens,7,10/16/2023,6.97,0.75,89.83
4138,9432,UK,70558,Womens,3,12/30/2023,6.71,3.18,82.72
4139,5737,Spain,69949,Womens,1,4/18/2023,-4.89,0.75,70.95
4140,6613,UK,36080,Mens,6,2/26/2024,-1.42,4.92,38.63
4141,3773,France,65339,Womens,3,9/3/2023,8.21,-3.07,96.59
4142,2460,Germany,34584,Womens,6,11/20/2023,0.91,-2.75,10.56
4143,8998,Spain,94305,Womens,2,12/12/2023,-1.78,-0.09,67.46
4144,1518,Italy,61296,Womens,6,7/15/2023,2.46,-0.29,48.49
4145,8210,UK,64650,Mens,8,7/12/2023,-1.93,-3.43,10.03
4146,9028,France,26890,Womens,5,2/7/2024,2.6,3.01,83.83
4147,4055,Spain,79934,Womens,5,9/9/2023,2.55,7.06,29.81
4148,7634,Germany,39585,Womens,9,6/12/2023,3.54,-4.3,21.69
4149,6185,Spain,85919,Womens,6,6/20/2023,-4.58,7.6,25.67
4150,8998,Germany,94487,Mens,6,1/21/2024,1.26,7.53,92.2
4151,8875,Spain,49961,Mens,7,2/13/2024,0.99,4.58,37.85
4152,5959,Spain,99395,Womens,6,4/14/2023,-4.44,0.82,42.88
4153,7951,France,77505,Mens,7,6/21/2023,-0.13,6.98,74.49
4154,1427,Germany,28287,Womens,6,3/16/2023,6.14,3.73,81.74
4155,3454,France,22268,Mens,4,2/17/2024,-3.74,0.13,14.04
4156,8600,Italy,88074,Womens,9,10/13/2023,3.77,3.85,88.2
4157,2963,Spain,13590,Mens,8,8/5/2023,6.61,-3.74,28.01
4158,2912,Spain,74067,Womens,4,3/28/2023,4.93,2.51,75.68
4159,8099,France,28562,Mens,7,1/23/2024,9.11,-1.19,52.05
4160,3934,UK,43996,Womens,3,6/26/2023,2.44,4.72,20.72
4161,5429,France,62743,Womens,6,4/17/2023,-0.84,2.18,46.79
4162,2302,Spain,68556,Womens,3,5/3/2023,4.34,0.81,20.37
4163,3773,France,55530,Womens,1,7/26/2023,-2.06,8.98,58.83
4164,5901,Germany,44461,Womens,10,5/10/2023,-2.24,9.79,74.61
4165,2963,France,79129,Mens,3,7/30/2023,5.29,-0.01,59.68
4166,4091,UK,10463,Womens,2,9/2/2023,-1.39,-4.77,43.33
4167,4866,Spain,42213,Womens,7,3/8/2023,8.9,-0.57,27.88
4168,4027,UK,26898,Mens,7,8/20/2023,9.53,-1.03,88.93
4169,1893,France,39104,Mens,1,12/29/2023,5.03,-3.4,31.79
4170,4371,Italy,71331,Womens,8,2/27/2024,3.24,5.18,35.76
4171,8734,Germany,39296,Mens,5,6/28/2023,0.9,-3.28,96.03
4172,5719,Spain,46693,Mens,1,3/10/2023,5.45,-3.48,61.27
